tweet,gender,age_group,extraversion,neuroticism,agreeableness,conscientiousness,openness
"This is my world this my choice, & you're the drug that gets me through.",1,0,0.1,0.2,0.0,0.3,0.3
"Sick of waking up in darkness, when the sky is always painted blue.",1,0,0.1,0.2,0.0,0.3,0.3
"There's a method to my madness, it's clear that you don't have a clue.",1,0,0.1,0.2,0.0,0.3,0.3
@ YAYYYY!!!!!!!!! I can't wait!! Are u coming back to cheddars????? ????,1,0,0.1,0.2,0.0,0.3,0.3
@ omggg!!! ???? I'm off tomorrow so just text me.,1,0,0.1,0.2,0.0,0.3,0.3
@ I don't work on Mondays & Tuesdays. So text me when you get here!!,1,0,0.1,0.2,0.0,0.3,0.3
@ I'll text you in a min.,1,0,0.1,0.2,0.0,0.3,0.3
"Worked a double today, cleaned the whole apartment & completely rearranged my room. I'm tired af & I'm finna be super knocked. ????????",1,0,0.1,0.2,0.0,0.3,0.3
The fact that I can text my 9 & 6 year old sister & actually hold conversations with them. >>>> #GrownAsHell #ThatsThemBrainsForYa,1,0,0.1,0.2,0.0,0.3,0.3
Why baldyyy??? I love you girlllll!! ????,1,0,0.1,0.2,0.0,0.3,0.3
I'm excited for school this semester. ????,1,0,0.1,0.2,0.0,0.3,0.3
"I don't feel like going to work, but nobody gone pay these bills but me. ????",1,0,0.1,0.2,0.0,0.3,0.3
Mf'in life right now >>>> #NoComplaints,1,0,0.1,0.2,0.0,0.3,0.3
I HAVE THE BEST PARENTS IN THE WORLD!! ????,1,0,0.1,0.2,0.0,0.3,0.3
Don't feel like going back to work.....????,1,0,0.1,0.2,0.0,0.3,0.3
"These mf'ers need to get out of my house. Talking about they cleaning. BITCH ITS CLEAN IN HERE, now gtf OUT...",1,0,0.1,0.2,0.0,0.3,0.3
"Wearing my own hair has come to an end. I brought some weave today, I was going through withdraws.",1,0,0.1,0.2,0.0,0.3,0.3
I miss my long weave & my long hair!! ????????,1,0,0.1,0.2,0.0,0.3,0.3
I'm soo proud of my little brother. Watching him grow up Into a responsible young man brings tears to my eyes. Love you @  ????????????,1,0,0.1,0.2,0.0,0.3,0.3
I hate that I'm such an emotional person. I cry for everything. Lmao. #CryBabyyy ????,1,0,0.1,0.2,0.0,0.3,0.3
@ lol shut up.,1,0,0.1,0.2,0.0,0.3,0.3
@ thank god! ????,1,0,0.1,0.2,0.0,0.3,0.3
I'm craving some Chinese food.,1,0,0.1,0.2,0.0,0.3,0.3
"I really want some Chinese food lol,  but everything closed. ????",1,0,0.1,0.2,0.0,0.3,0.3
Toni Braxton >>>>> ????????????????,1,0,0.1,0.2,0.0,0.3,0.3
"If you look completely different with makeup on, that means you're wearing too damn much... & you ugly lol.",1,0,0.1,0.2,0.0,0.3,0.3
Jasmen need to get Tf up. I bet if I start cooking she will wake her fat ass up.,1,0,0.1,0.2,0.0,0.3,0.3
When I get new panties from Victoria's Secret. >>>> ????,1,0,0.1,0.2,0.0,0.3,0.3
I should of got high..... When I'm high I just really put shit into perspective & look at the big picture & be like fuck it & everything. ????,1,0,0.1,0.2,0.0,0.3,0.3
Have an appointment with my counselor today. ????,1,0,0.1,0.2,0.0,0.3,0.3
@ TURN UP!!,1,0,0.1,0.2,0.0,0.3,0.3
@ aren't you coming back tomorrow?,1,0,0.1,0.2,0.0,0.3,0.3
"Today starts a new chapter in my life. It's all about me & only me, I need to get to where I want to be in life. & being happy is a start.",1,0,0.1,0.2,0.0,0.3,0.3
"I don't need irrelevant, unimportant things, or people holding me back or down. #BackToMyOldWays",1,0,0.1,0.2,0.0,0.3,0.3
"My dad favorite actor is/was Robin Williams. Unlike some people, Me & my daddy are true fans of him. May he rest in peace. ????",1,0,0.1,0.2,0.0,0.3,0.3
"I watched What Dreams May Come last night, Cause I miss my daddy. #OurFavoriteMovie",1,0,0.1,0.2,0.0,0.3,0.3
If my daddy don't text me back ima blow his shit Tf up. #Crazy #HeMadeMeThisWay ????,1,0,0.1,0.2,0.0,0.3,0.3
Buffalo Wild Wings is TOO live right now!!!,1,0,0.1,0.2,0.0,0.3,0.3
Fuck my iphone. I want that Gold S5!!!,1,0,0.1,0.2,0.0,0.3,0.3
Shitty ass news to be woken up too. ????????,1,0,0.1,0.2,0.0,0.3,0.3
So tired..... Had a long day & I'm still up. #Forwhat,1,0,0.1,0.2,0.0,0.3,0.3
Being forced to give up on something & its everything you want. ????,1,0,0.1,0.2,0.0,0.3,0.3
Waking up being the only one homee.... ???? <<<<<<,1,0,0.1,0.2,0.0,0.3,0.3
"School about to start again, so the turn up is gonna be outrageous! But school always comes first.",1,0,0.1,0.2,0.0,0.3,0.3
Time to get up & shop for school. ????,1,0,0.1,0.2,0.0,0.3,0.3
"I'm so bored I'm about to just get drunk. Lol. I cleaned, did all my laundry, & washed my car.",1,0,0.1,0.2,0.0,0.3,0.3
"I need to stop being a bum & wake up at a decent time. Oh well, school starts on Monday & its all gonna change.",1,0,0.1,0.2,0.0,0.3,0.3
@ ???? lol shut up.,1,0,0.1,0.2,0.0,0.3,0.3
@ What's BU?,1,0,0.1,0.2,0.0,0.3,0.3
@ No I was gonna go. But Im going to ASU with my cousins.,1,0,0.1,0.2,0.0,0.3,0.3
@ No Angelo state university in Texas.,1,0,0.1,0.2,0.0,0.3,0.3
I can't believe my hair already grew out of that haircut. I don't like bobs & my hair is in a stupid Bob. #WhereTheWeaveAt ....,1,0,0.1,0.2,0.0,0.3,0.3
So excited to pick up my puppy!!!!!,1,0,0.1,0.2,0.0,0.3,0.3
"""@ I need friends like this. ~ These are my friends. ????",1,0,0.1,0.2,0.0,0.3,0.3
When teachers ramble............. ????,1,0,0.1,0.2,0.0,0.3,0.3
Tomorrow is Friday!! Exactly a week from tomorrow & I can go pick up my puppy! ????,1,0,0.1,0.2,0.0,0.3,0.3
Just finished all my hw for the week... Now I'm bored until work.,1,0,0.1,0.2,0.0,0.3,0.3
@ yeah. I just got home. But I'm Finna go somewhere.,1,0,0.1,0.2,0.0,0.3,0.3
@ umm. Idek. I think before our next lab meets. You have have to double check on black board. It's 2 of them.,1,0,0.1,0.2,0.0,0.3,0.3
@ yeah I think you have until next week.,1,0,0.1,0.2,0.0,0.3,0.3
Drinking cause I have nothing better to do.,1,0,0.1,0.2,0.0,0.3,0.3
@ lmaoooo this is soo accurate!!! She sounds like all my relatives.,1,0,0.1,0.2,0.0,0.3,0.3
One class & I can go get back in my bed.,1,0,0.1,0.2,0.0,0.3,0.3
"I went to class, came home & slept all day. Now I'm still in the bed eating hamburger helper. #BumStatus",1,0,0.1,0.2,0.0,0.3,0.3
@ Lmaoo foreal. Tf this nigga talkin about. Like it's all irrelevant. Smh.,1,0,0.1,0.2,0.0,0.3,0.3
Can this nigga speak tf up. He have on a headset & I still can't hear him. ????,1,0,0.1,0.2,0.0,0.3,0.3
& I'm sitting at the front. ????,1,0,0.1,0.2,0.0,0.3,0.3
I'm getting my nose pierced again. Well for the 4th time.,1,0,0.1,0.2,0.0,0.3,0.3
Friday can't come fast enough I'm ready to get my puppy.,1,0,0.1,0.2,0.0,0.3,0.3
@ @ totally true,1,1,0.1,0.1,-0.1,0.4,0.1
He encontrado I Don't Know What I Can Save You From de Kings Of Convenience con #Shazam. ~,1,1,0.1,0.1,-0.1,0.4,0.1
Totally true ~,1,1,0.1,0.1,-0.1,0.4,0.1
“@ If only Bradley's arm was longer. Best photo ever. #oscars ~,1,1,0.1,0.1,-0.1,0.4,0.1
DE TAL MANERA ME AMO DE JESUS ADRIAN ROMERO LA PASION DE CRISTO - YouTube.flv ~,1,1,0.1,0.1,-0.1,0.4,0.1
Mary Lou Jepsen: Could future devices read images from our brains? ~,1,1,0.1,0.1,-0.1,0.4,0.1
New Realistically-Proportioned 'Anti-Barbie' Touches A Nerve (via @ ~,1,1,0.1,0.1,-0.1,0.4,0.1
Google To Release Developer Kit For Wearables In Two Weeks (via @ ~,1,1,0.1,0.1,-0.1,0.4,0.1
"Waiting for the end - Linking Park :D 
~",1,1,0.1,0.1,-0.1,0.4,0.1
"Ahora si, being happy with myself ???? ~",1,1,0.1,0.1,-0.1,0.4,0.1
@ hermoso!!!! ???????? ~,1,1,0.1,0.1,-0.1,0.4,0.1
Falling in love with him! ????,1,1,0.1,0.1,-0.1,0.4,0.1
Louie Schwartzberg: Hidden miracles of the natural world ~,1,1,0.1,0.1,-0.1,0.4,0.1
One Weird Trick to Stay Asleep All Night ~,1,1,0.1,0.1,-0.1,0.4,0.1
New Order - Blue Monday: ~ vía @,1,1,0.1,0.1,-0.1,0.4,0.1
Evolution of Music - Pentatonix ~,1,1,0.1,0.1,-0.1,0.4,0.1
#PudoSerElAmorDeMiVida but he let me go ~,1,1,0.1,0.1,-0.1,0.4,0.1
@ ???? que fino tweet,1,1,0.1,0.1,-0.1,0.4,0.1
Fat Girl Falls On Treadmill ~,1,1,0.1,0.1,-0.1,0.4,0.1
8 Reasons To Be Yourself via @ ~,1,1,0.1,0.1,-0.1,0.4,0.1
Everyday Health ~,1,1,0.1,0.1,-0.1,0.4,0.1
This video might change the way you see domestic violence.  ~,1,1,0.1,0.1,-0.1,0.4,0.1
I know where I go ~,1,1,0.1,0.1,-0.1,0.4,0.1
Love is blindness ~,1,1,0.1,0.1,-0.1,0.4,0.1
Jack White Love Interruption  ~,1,1,0.1,0.1,-0.1,0.4,0.1
Arcade Fire - Crown of Love [live]  ~ vía @,1,1,0.1,0.1,-0.1,0.4,0.1
Little bad cat @ ~,1,1,0.1,0.1,-0.1,0.4,0.1
Gorillaz- Dare (Lyrics) ~,1,1,0.1,0.1,-0.1,0.4,0.1
The Rolling Stones - Rain Fall Down - #BuenaMusica ~,1,1,0.1,0.1,-0.1,0.4,0.1
Pink Floyd- Another Brick in the wall  ~,1,1,0.1,0.1,-0.1,0.4,0.1
Pink Floyd - Wish U Were Here #buenamusica ~,1,1,0.1,0.1,-0.1,0.4,0.1
He encontrado Bandit Of My Dreams de Eddie Hodges con #Shazam. ~,1,1,0.1,0.1,-0.1,0.4,0.1
He encontrado From Me To You de The Beatles con #Shazam. ~,1,1,0.1,0.1,-0.1,0.4,0.1
"Evan Craft & Carley Redpath - ""Océanos"" OFFICIAL (OCEANS - HILLSONG UNITED) ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying I Want To Break Free
Queen • Absolute Greatest en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
Gates Cambridge Scholarships - How to apply ~,1,1,0.1,0.1,-0.1,0.4,0.1
He encontrado Bust A Move de Young MC con #Shazam. ~,1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Bust A Move
Young MC • Stone Cold Rhymin' en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying We Will Rock You
Queen • News Of The World en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Bohemian Rhapsody
Queen • A Night At The Opera en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
#MiMejorConcierto Holi Festival of colors ~,1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying We Will Rock You
Queen • News Of The World en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
#PersonasIndeseables You know what I mean ~,1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Oceans (Where Feet May Fail) [Reloaded]
Hillsong United • Zion (Deluxe Edit… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Lonely Boy
The Black Keys • Lonely Boy en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
He encontrado Wooly Bully de Sam The Sham & The Pharaohs con #Shazam. ~,1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Son Of A Preacher Man - For Use In The US & Canada
Dusty Springfield • Pulp… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Jungle Boogie
Kool & The Gang • Pulp Fiction en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
He encontrado Lotus Flower de Radiohead con #Shazam. ~,1,1,0.1,0.1,-0.1,0.4,0.1
He encontrado She Moves In Her Own Way de The Kooks con #Shazam. ~,1,1,0.1,0.1,-0.1,0.4,0.1
He encontrado Flowers On The Wall de The Statler Brothers con #Shazam. ~,1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Back To Black
Amy Winehouse • Frank & Back To Black en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Valerie - Live, BBC Radio 1 Live Lounge, London/2007
Amy Winehouse • Frank … ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying October Song
Amy Winehouse • Frank & Back To Black en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Penny Lane
The Beatles Recovered Band • Beatles 20 No. 1 Hits! en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Always on My Mind - Remastered
Elvis Presley • The Essential Elvis Presley … ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Suspicious Minds
Elvis Presley • Elvis 75 - Good Rockin' Tonight en #Spotif… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Time Is Running Out
Muse • Absolution en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Won't Be Long
The Hives • The Black and White album en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Tick Tick Boom
The Hives • The Black and White album en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Mr. Brightside
The Killers • Hot Fuss en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Human
The Killers • Day & Age en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"Kitra Cahana: My father, locked in his body but soaring free ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Crazy Little Thing Called Love
Queen • Absolute Greatest en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying We Will Rock You
Queen • News Of The World en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Don't Stop Me Now
Queen • Absolute Greatest en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying How He Loves
David Crowder Band • Church Music en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying O Praise Him (All This For A King)
David Crowder Band • All This For A King… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Gimme Tha Power - Urban Mix
Molotov • Dónde Jugarán Las Niñas 10th Annivers… #TodosSomosAyotzinapa ~",1,1,0.1,0.1,-0.1,0.4,0.1
#YaMeCanse de #EPN #EPNBringThemBack #AccionGlobalporAyotzinapa ~,1,1,0.1,0.1,-0.1,0.4,0.1
"Evan Craft & Carley Redpath - ""Océanos"" OFFICIAL (OCEANS - HILLSONG UNITED) ~",1,1,0.1,0.1,-0.1,0.4,0.1
"Mercy! For this town, mercy for our people! Mercy GOD, please. #mercyforMexico ???????? #YaMeCanse",1,1,0.1,0.1,-0.1,0.4,0.1
@ uuhhhhh si ???? incredibles!,1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Chinga Tu Madre
Molotov • Dónde Jugarán Las Niñas 10th Anniversary Edition … ~",1,1,0.1,0.1,-0.1,0.4,0.1
He encontrado Chick Habit de April March con #Shazam. ~,1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying I'm Yours
Jason Mraz • We Sing. We Dance. We Steal Things. en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
The Hives - Tick Tick Boom ~,1,1,0.1,0.1,-0.1,0.4,0.1
AC/DC - Back in Black ~,1,1,0.1,0.1,-0.1,0.4,0.1
Hate to Say I Told You So ~,1,1,0.1,0.1,-0.1,0.4,0.1
Pink Floyd - Another Brick In The Wall (HQ) ~,1,1,0.1,0.1,-0.1,0.4,0.1
Pink Floyd - Wish You Were Here Mi BERTITA ???????????????????????????????? ~,1,1,0.1,0.1,-0.1,0.4,0.1
The Beatles - Love me Do ~,1,1,0.1,0.1,-0.1,0.4,0.1
The Beatles-Hey Jude ~,1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying You're My Best Friend
Queen • A Night At The Opera en #Spotify @  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying In the Ghetto
Elvis Presley • Elvis 30 #1 Hits en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Suspicious Minds
Elvis Presley • Elvis 75 - Good Rockin' Tonight en #Spotif… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Non, Je Ne Regrette Rien
Edith Piaf • Edith Piaf - The Best Of en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying La foule
Edith Piaf • Edith Piaf - The Best Of en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Scandal of Grace
Hillsong United • Zion en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Feeling Good
Nina Simone • Four Women: The Complete Nina Simone On Philips … ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Here Comes the Sun
Nina Simone • Just Like A Woman: Nina Simone Sings Class… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying In the Ghetto
Elvis Presley • Elvis 30 #1 Hits en #Spotify ???????? ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Suspicious Minds
Elvis Presley • Elvis 75 - Good Rockin' Tonight en #Spotif… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Always on My Mind - Remastered
Elvis Presley • The Essential Elvis Presley … ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying I've Lost You - Take 1
Elvis Presley • That's the Way It Is (Deluxe Edition… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Crazy
Gnarls Barkley • St. Elsewhere en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Can't Get Enough Of Your Love, Babe
Barry White • Barry White's Greatest Hi… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Higher Ground - 2003 - Remaster
Red Hot Chili Peppers • Mother's Milk en #S… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Can't Stop
Red Hot Chili Peppers • By The Way (Deluxe Version) en #Spotify  ~",1,1,0.1,0.1,-0.1,0.4,0.1
"#NowPlaying Give It Away
Red Hot Chili Peppers • Blood Sugar Sex Magik (Deluxe Version)… ~",1,1,0.1,0.1,-0.1,0.4,0.1
"World Cup to kick-off with brain-wave bionics ~ ""All these tools are not a cure""",1,2,0.0,0.3,0.5,0.4,0.2
Wow fantastica videolezione! di @ > Tetris has also been involved in some important psychological research ~,1,2,0.0,0.3,0.5,0.4,0.2
Stamina Foundation stem cell trial first stopped in Italy & then reinstated by judge.,1,2,0.0,0.3,0.5,0.4,0.2
Maybe if we had chosen this treatment [w mesenchymal cells]much earlier the outcome would have been different ~ #badsci,1,2,0.0,0.3,0.5,0.4,0.2
"""it won’t be too long before a woman drives in an F1 Grand Prix"". Conversation w/ @ - Esquire ~",1,2,0.0,0.3,0.5,0.4,0.2
appena pubblicato!> Schizophrenia: One approach is to consider the possibility of demonic possession ~ via @,1,2,0.0,0.3,0.5,0.4,0.2
"utile >""it would be useful for medical professions to work together w/ faith healers to define better treatment pathways for schizophrenia""",1,2,0.0,0.3,0.5,0.4,0.2
"Brenda Milner receives Dan David Prize > Mind and Memory: Biological and Digital, Part I: ~",1,2,0.0,0.3,0.5,0.4,0.2
"@ @ and what about neuropsychological testing (attention, executive functions, ...), is it usually performed?",1,2,0.0,0.3,0.5,0.4,0.2
@ Thank You Doc!,1,2,0.0,0.3,0.5,0.4,0.2
Pinchas Zuckerman > Bruch - Violin Concerto No. 1 in G minor - I. Vorspiel: Allegro moderato ~,1,2,0.0,0.3,0.5,0.4,0.2
"Writing In The 21st Century, @ ~ @ ""having an editor is a really good thing"", ""focus should be on ideas""",1,2,0.0,0.3,0.5,0.4,0.2
Intelligent (wild) Crows Flunk Causality Test (But Babies Pass) by @   ~,1,2,0.0,0.3,0.5,0.4,0.2
Pop pop pop > World cup: Why mirror neurons play a part in jubilation ~ >Inaccurate apology. From Parma to Vienna w/ ?,1,2,0.0,0.3,0.5,0.4,0.2
"Today > One giant leap for science, one small step for disability... a winning race for advertising ~ #exoskeleton",1,2,0.0,0.3,0.5,0.4,0.2
"The easiest way to explain this idea is to contrast it, for example, with advertising. Richard Feynman ~ #exoskeleton",1,2,0.0,0.3,0.5,0.4,0.2
"Recession 'led to 10,000 suicides' ~ ""it reminds us how important is to take preventative action""",1,2,0.0,0.3,0.5,0.4,0.2
"1881, scacchi=""unsocial game"" > That time when people thought playing chess would make you violent ~ via @",1,2,0.0,0.3,0.5,0.4,0.2
Favoloso! > The History of the Typewriter:  Michael Winslow Performs the Sounds of 32 Typewriters (1898-1983) ~,1,2,0.0,0.3,0.5,0.4,0.2
It's time for a shower... #Icastica2014 Michal Trpak ~,1,2,0.0,0.3,0.5,0.4,0.2
"Una leggenda vivente / She is the Violin > Ida Haendel M Bruch, Violin Concerto 1 Op. 26 ~",1,2,0.0,0.3,0.5,0.4,0.2
This article by Feinstein (1997) Psychosurgery & the child prodigy  ~ inspired my new post (ita) ~,1,2,0.0,0.3,0.5,0.4,0.2
Josef Hassid the celebrated violin virtuoso who died from an infection following prefrontal leucotomy at Longrove ~,1,2,0.0,0.3,0.5,0.4,0.2
"Ida Hendel shared w/ Josef Hassid the first steps of their career,from Poland to London. She's 85, still play violin ~",1,2,0.0,0.3,0.5,0.4,0.2
Some events are perceived as so unique that past history does not seem relevant to the evaluation of their likelihood<Availability heuristic,1,2,0.0,0.3,0.5,0.4,0.2
"Availability heuristic, Tversky and Kahneman 1973 ~",1,2,0.0,0.3,0.5,0.4,0.2
Sarah Macdonald investigates the sinister disappearance of 500 Albanian 'street children from a Greek State orphanage ~,1,2,0.0,0.3,0.5,0.4,0.2
But there is one 16th-century village in southern Italy where migrants can expect a warm welcome > #Riace < ~,1,2,0.0,0.3,0.5,0.4,0.2
Spiders & Music: they rely on the vibration of the silk in their web for sensory information ~ via @,1,2,0.0,0.3,0.5,0.4,0.2
"Poverty: If I’m short on money, I can’t stop thinking about today’s expenses-never mind those in the future ~",1,2,0.0,0.3,0.5,0.4,0.2
First walk in #Icastica2014= to know contemporary art and to recognize the medieval Arezzo ~,1,2,0.0,0.3,0.5,0.4,0.2
"Irresistibile > Ida Haendel plays informally Part 1 (2009, at 80 yo) ~",1,2,0.0,0.3,0.5,0.4,0.2
Gun violence and mental illness: Study addresses perception vs. reality ~ > media attention make the difference,1,2,0.0,0.3,0.5,0.4,0.2
Put down the smart drugs – cognitive enhancement is ethically risky business ~ ethics and responsible enhancement,1,2,0.0,0.3,0.5,0.4,0.2
"NO News. Qualche informazione seria su Schumacher > ""@ Good news? ~ ""cynical use of language""",1,2,0.0,0.3,0.5,0.4,0.2
Elena Cattaneo & Gilberto Corbellini su Nature > Stem cells: taking a stand against pseudoscience ~ #Stamina,1,2,0.0,0.3,0.5,0.4,0.2
"Your least favorite virtue,or nominee for the most overrated one? Faith.Closely followed-in view of the overall shortage of time-by patience",1,2,0.0,0.3,0.5,0.4,0.2
The Science of Laughter with @  ~ via @,1,2,0.0,0.3,0.5,0.4,0.2
Visual Illusions & tricks < wow > OK Go - The Writing's On the Wall - Official Video: ~ via @,1,2,0.0,0.3,0.5,0.4,0.2
lesson learned> Regulation: Sell help not hope ~ Taking a stand against pseudoscience ~ #StemCells,1,2,0.0,0.3,0.5,0.4,0.2
@ +Paolo Bianco & Douglas Sipp ~ lesson learned after the dark:Stamina Foundation & institutional mistakes,1,2,0.0,0.3,0.5,0.4,0.2
Temporal dynamics of hippocampal neurogenesis [dentate gyrus] during chronic neurodegeneration #OA from @ ~,1,2,0.0,0.3,0.5,0.4,0.2
Children w/ focal epilepsy & L-hemisphere seizures are at increased risk of language impairment #OA ~ via @,1,2,0.0,0.3,0.5,0.4,0.2
"Most People Think Alzheimer's Is a Normal Part of Aging  ~ ""Aging is not a disease"" Professor Marco Trabucchi,20 ys ago",1,2,0.0,0.3,0.5,0.4,0.2
The Freud We Wish For ~ interesting book review of Adam Phillips' Becoming Freud,1,2,0.0,0.3,0.5,0.4,0.2
@ nearby the historical hospital of Longrove... ;-) @,1,2,0.0,0.3,0.5,0.4,0.2
ISIL video shows children in arms ~ #Iraq,1,2,0.0,0.3,0.5,0.4,0.2
The Great Divide: Gaming the Poor ~ US:Most harmful effects of Casino gambling in lower socioeconomic& minority groups,1,2,0.0,0.3,0.5,0.4,0.2
Constructors' Championship: 3. Ferrari 98 <> 4. Force India 87 #byebye,1,2,0.0,0.3,0.5,0.4,0.2
Un robot per la nonna > Changing Batteries - The Saddest Story 3D Animation: ~ a robot companion for elderly people,1,2,0.0,0.3,0.5,0.4,0.2
BBC News - Hit songs help memory research ~ Get involved here > ~,1,2,0.0,0.3,0.5,0.4,0.2
Come bring me your softness... and then I found it :-D > Billy Preston & Syreeta - 1981 ~ #memory,1,2,0.0,0.3,0.5,0.4,0.2
Steven G. Yantis died on June 21. A great Psychology & author of seminal papers on Visual Perception and Attention ~,1,2,0.0,0.3,0.5,0.4,0.2
"Very sad news > Steve Yantis, who studied visual attention, dies at 58 ~ #psychology",1,2,0.0,0.3,0.5,0.4,0.2
@ wow che reazione! plauso e inchino :-D,1,2,0.0,0.3,0.5,0.4,0.2
Remembering Steven Yantis > Abrupt visual onsets and selective attention: Voluntary versus automatic allocation ~,1,2,0.0,0.3,0.5,0.4,0.2
#Italia by @ ~,1,2,0.0,0.3,0.5,0.4,0.2
#womeninscience Hedy Lamarr was indeed a scientist in her spare time and nobody could call her domain “soft science” ~,1,2,0.0,0.3,0.5,0.4,0.2
Wow come ti suono la superconduttività > How we created spooky experimental music in a superconductor lab ~,1,2,0.0,0.3,0.5,0.4,0.2
"Developmental psych needs funds > Psychology is weird, child psychology is much weirder @ ~ via @",1,2,0.0,0.3,0.5,0.4,0.2
Interactive devices are helping people who have had a stroke to regain their motor function ~ via @,1,2,0.0,0.3,0.5,0.4,0.2
APA Applauds Landmark Illinois Law Allowing Psychologists to Prescribe Medications ~,1,2,0.0,0.3,0.5,0.4,0.2
Evviva! Jimmy Somerville is back > Smalltown Boy Reprise 2014: ~,1,2,0.0,0.3,0.5,0.4,0.2
"""@ OK Go - Here It Goes Again - YouTube ~ #FFback",1,2,0.0,0.3,0.5,0.4,0.2
"Susie Wolff is ready for #F1 :-D ""@ Lego Susie! So cute. ???? ~",1,2,0.0,0.3,0.5,0.4,0.2
"Simona De Silvestro is ready for #F1 :-D ""@ What a blast!!! I could get used to this.... #RoadToF1 ~",1,2,0.0,0.3,0.5,0.4,0.2
Raccolti dai migranti/schiavi africani e venduti... in Africa > The Dark Side of the Italian Tomato: Web documentary ~,1,2,0.0,0.3,0.5,0.4,0.2
"Who can't go insane these days? Anybody can. Starting with me, Mr. Tichy.",1,2,0.0,0.3,0.5,0.4,0.2
during my absence the press as well as TV had split in two.There are papers/programs that give all the news & those that give only good news,1,2,0.0,0.3,0.5,0.4,0.2
"Today a politician too must have a great voice, a great smile, and a great body to win voters over the television. Ijon Tichy",1,2,0.0,0.3,0.5,0.4,0.2
"[1/2] It was a remote callotomy. I'm writing this too only pardy and with great difficulty, typing with the right hand.",1,2,0.0,0.3,0.5,0.4,0.2
[2/2] The left I had to tie to the arm of the chair because it kept tearing the paper out of the machine. It wouldn't listen to reason...,1,2,0.0,0.3,0.5,0.4,0.2
